Year;Country of wood production;Province of wood production;Pulp wood source;Wood supplier;Wood supplier corporate group;Pulp mill;Pulp mill corporate group;Zero deforestation commitments;Product type;Pulp grade;Province of pulp export;Importer;Importer corporate group;Country of importer;Country of destination;Province of wood production trase id;Wood supplier trase id;Emissions from peat burning;Emissions from peat subsidence;Gross emissions from land use change;Net emissions from land use change;Country of wood production trase id;Country of destination (Trase ID);Country of importer trase id;Pulp volume;Annual wood pulp deforestation;Annual burned area;Total emissions in wood pulp concession;Concession area;Annual deforestation;Annual Deforestation on Peatlands;Pulpwood planted area;Peat area;Natural forest area;Historical deforestation for wood pulp;Pulpwood volume
2016;INDONESIA;ACEH;PLANTATION;PT ACEH NUSA INDRAPURI;UNKNOWN AFFILIATION;TANJUNG ENIM LESTARI;MARUBENI;NONE;WOOD PULP CHEMICAL;PAPER GRADE PULP;SUMATERA SELATAN;CELLMARK ASIA PTE LTD;CELLMARK;SINGAPORE;BANGLADESH;ID-11;ID-WOOD-CONCESSION-0557;0;0;0;0;ID;BD;SG;1,817947828;0;0,18198779;0;711,6887298;0,225373688;0;3,785346025;0;222,6299326;0;7,636207655
2016;INDONESIA;ACEH;PLANTATION;PT ACEH NUSA INDRAPURI;UNKNOWN AFFILIATION;TANJUNG ENIM LESTARI;MARUBENI;NONE;WOOD PULP CHEMICAL;PAPER GRADE PULP;SUMATERA SELATAN;CELLMARK ASIA PTE LTD;CELLMARK;SINGAPORE;SAUDI ARABIA;ID-11;ID-WOOD-CONCESSION-0557;0;0;0;0;ID;SA;SG;0,116841246;0;0,011696529;0;45,74091552;0,014484983;0;0,24328781;0;14,30863875;0;0,490786371
2016;INDONESIA;ACEH;PLANTATION;PT ACEH NUSA INDRAPURI;UNKNOWN AFFILIATION;TANJUNG ENIM LESTARI;MARUBENI;NONE;WOOD PULP CHEMICAL;PAPER GRADE PULP;SUMATERA SELATAN;CELLMARK ASIA PTE LTD;CELLMARK;SINGAPORE;UNITED ARAB EMIRATES;ID-11;ID-WOOD-CONCESSION-0557;0;0;0;0;ID;AE;SG;1,497932469;0;0,149952279;0;586,4093788;0,185700909;0;3,119007395;0;183,4401404;0;6,29199761
2016;INDONESIA;ACEH;PLANTATION;PT ACEH NUSA INDRAPURI;UNKNOWN AFFILIATION;TANJUNG ENIM LESTARI;MARUBENI;NONE;WOOD PULP CHEMICAL;PAPER GRADE PULP;SUMATERA SELATAN;MARUBENI;MARUBENI;JAPAN;AUSTRALIA;ID-11;ID-WOOD-CONCESSION-0557;0;0;0;0;ID;AU;JP;1,371042045;0;0,137249765;0;536,7344193;0,169970115;0;2,854795103;0;167,9008569;0;5,759000121
2016;INDONESIA;ACEH;PLANTATION;PT ACEH NUSA INDRAPURI;UNKNOWN AFFILIATION;TANJUNG ENIM LESTARI;MARUBENI;NONE;WOOD PULP CHEMICAL;PAPER GRADE PULP;SUMATERA SELATAN;MARUBENI;MARUBENI;JAPAN;BANGLADESH;ID-11;ID-WOOD-CONCESSION-0557;0;0;0;0;ID;BD;JP;0,89800603;0;0,089895942;0;351,5506668;0,111327139;0;1,869835594;0;109,9718149;0;3,772033728
2016;INDONESIA;ACEH;PLANTATION;PT ACEH NUSA INDRAPURI;UNKNOWN AFFILIATION;TANJUNG ENIM LESTARI;MARUBENI;NONE;WOOD PULP CHEMICAL;PAPER GRADE PULP;SUMATERA SELATAN;MARUBENI;MARUBENI;JAPAN;CHINA (MAINLAND);ID-11;ID-WOOD-CONCESSION-0557;0;0;0;0;ID;CN;JP;123,9339926;0;12,40655701;0;48517,57812;15,36428082;0;258,0563859;0;15177,23226;0;520,5791323
2016;INDONESIA;ACEH;PLANTATION;PT ACEH NUSA INDRAPURI;UNKNOWN AFFILIATION;TANJUNG ENIM LESTARI;MARUBENI;NONE;WOOD PULP CHEMICAL;PAPER GRADE PULP;SUMATERA SELATAN;MARUBENI;MARUBENI;JAPAN;INDIA;ID-11;ID-WOOD-CONCESSION-0557;0;0;0;0;ID;IN;JP;16,15184926;0;1,616899727;0;6323,112746;2,002368701;0;33,63151431;0;1977,991369;0;67,84511252
2016;INDONESIA;ACEH;PLANTATION;PT ACEH NUSA INDRAPURI;UNKNOWN AFFILIATION;TANJUNG ENIM LESTARI;MARUBENI;NONE;WOOD PULP CHEMICAL;PAPER GRADE PULP;SUMATERA SELATAN;MARUBENI;MARUBENI;JAPAN;JAPAN;ID-11;ID-WOOD-CONCESSION-0557;0;0;0;0;ID;JP;JP;26,43484828;0;2,646291348;0;10348,6928;3,277167336;0;55,04286005;0;3237,27029;0;111,038385
2016;INDONESIA;ACEH;PLANTATION;PT ACEH NUSA INDRAPURI;UNKNOWN AFFILIATION;TANJUNG ENIM LESTARI;MARUBENI;NONE;WOOD PULP CHEMICAL;PAPER GRADE PULP;SUMATERA SELATAN;MARUBENI;MARUBENI;JAPAN;MALAYSIA;ID-11;ID-WOOD-CONCESSION-0557;0;0;0;0;ID;MY;JP;2,59771189;0;0,260046981;0;1016,950127;0,322042195;0;5,408977213;0;318,1215731;0;10,91157134
2016;INDONESIA;ACEH;PLANTATION;PT ACEH NUSA INDRAPURI;UNKNOWN AFFILIATION;TANJUNG ENIM LESTARI;MARUBENI;NONE;WOOD PULP CHEMICAL;PAPER GRADE PULP;SUMATERA SELATAN;MARUBENI;MARUBENI;JAPAN;SOUTH KOREA;ID-11;ID-WOOD-CONCESSION-0557;0;0;0;0;ID;KR;JP;18,23612163;0;1,825548246;0;7139,061991;2,260759037;0;37,97140351;0;2233,235997;0;76,60000439
