YEAR,WOOD_SUPPLIER_TRASE_ID,WOOD_SUPPLIER_CORPORATE_GROUP,WOOD_SUPPLIER,WOOD_SUPPLIER_PROVINCE,WOOD_SUPPLIER_ISLAND,MILL_CORPORATE_GROUP,MILL,WOOD_SOURCE,PULPWOOD_VOLUME_M3
2022,ID-WOOD-CONCESSION-0463,SINAR MAS,PT BINA DAYA BINTARA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"163094,52"
2022,ID-WOOD-CONCESSION-0439,ROYAL GOLDEN EAGLE,PT BUKIT BATABUH SEI INDAH,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"27767,07"
2022,ID-WOOD-CONCESSION-0398,ROYAL GOLDEN EAGLE,PT BUKIT RAYA MUDISA,SUMATERA BARAT,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"19466,52"
2022,ID-WOOD-CONCESSION-0441,UNKNOWN,PT CITRA SUMBER SEJAHTERA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"166941,34"
2022,ID-WOOD-CONCESSION-0464,UNKNOWN,CV ALAM LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"60011,77"
2022,ID-WOOD-CONCESSION-0442,UNKNOWN,PT EKAWANA LESTARI DARMA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"102403,6"
2022,ID-WOOD-CONCESSION-0470,UNKNOWN,PT ESSA INDAH TIMBER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"295667,84"
2022,ID-WOOD-CONCESSION-0363,DJARUM,PT FAJAR SURYA SWADAYA,KALIMANTAN TIMUR,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"54941,34"
2022,ID-WOOD-CONCESSION-0465,UNKNOWN,CV HARAPAN JAYA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"111274,21"
2022,ID-WOOD-CONCESSION-0365,KORINDO,PT KORINTIGA HUTANI,KALIMANTAN TENGAH,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"97764,01"
2022,ID-WOOD-CONCESSION-0287,SUMITOMO,PT MAYANGKARA TANAMAN INDUSTRI (SK 480),KALIMANTAN BARAT,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"92071,4"
2022,ID-WOOD-CONCESSION-0444,UNKNOWN,PT MITRA TANI NUSA SEJATI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"105098,75"
2022,ID-WOOD-CONCESSION-0454,ROYAL GOLDEN EAGLE,PT NUSA WANA RAYA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"188975,41"
2022,ID-WOOD-CONCESSION-0454,ROYAL GOLDEN EAGLE,PT NUSA WANA RAYA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"43423,16"
2022,ID-WOOD-CONCESSION-0459,ROYAL GOLDEN EAGLE,PT NUSANTARA SENTOSA RAYA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"250670,97"
2022,ID-WOOD-CONCESSION-0565,ROYAL GOLDEN EAGLE,PT ITCI HUTANI MANUNGGAL,KALIMANTAN TIMUR,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"964662,91"
2022,ID-WOOD-CONCESSION-0466,UNKNOWN,PT MADUKORO,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"376597,59"
2022,ID-WOOD-CONCESSION-0437,UNKNOWN,PT MITRA KEMBANG SELARAS,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"218759,2"
2022,ID-WOOD-CONCESSION-0460,ROYAL GOLDEN EAGLE,PT NUSA PRIMA MANUNGGAL,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"45434,76"
2022,ID-WOOD-CONCESSION-0451,UNKNOWN,PT PERANAP TIMBER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"366403,64"
2022,ID-WOOD-CONCESSION-0447,UNKNOWN,PT RIMBA LAZUARDI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"35547,26"
2022,ID-WOOD-CONCESSION-0289,SUMITOMO,PT WANA SUBUR LESTARI,KALIMANTAN BARAT,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"185855,21"
2022,ID-WOOD-CONCESSION-0479,ROYAL GOLDEN EAGLE,PT WANANUGRAHA BIMALESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"107100,99"
2022,ID-WOOD-CONCESSION-0468,UNKNOWN,CV PUTRI LINDUNG BULAN,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"18198,66"
2022,ID-WOOD-CONCESSION-0476,ROYAL GOLDEN EAGLE,PT RIAU ANDALAN PULP & PAPER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"495647,58"
2022,ID-WOOD-CONCESSION-0476,ROYAL GOLDEN EAGLE,PT RIAU ANDALAN PULP & PAPER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"448109,72"
2022,ID-WOOD-CONCESSION-0476,ROYAL GOLDEN EAGLE,PT RIAU ANDALAN PULP & PAPER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"1135222,35"
2022,ID-WOOD-CONCESSION-0476,ROYAL GOLDEN EAGLE,PT RIAU ANDALAN PULP & PAPER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"3154887,74"
2022,ID-WOOD-CONCESSION-0476,ROYAL GOLDEN EAGLE,PT RIAU ANDALAN PULP & PAPER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"219535,95"
2022,ID-WOOD-CONCESSION-0447,UNKNOWN,PT RIMBA LAZUARDI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"125094,46"
2022,ID-WOOD-CONCESSION-0447,UNKNOWN,PT RIMBA LAZUARDI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"84846,98"
2022,ID-WOOD-CONCESSION-0452,UNKNOWN,PT RIMBA MUTIARA PERMAI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"191715,73"
2022,ID-WOOD-CONCESSION-0455,UNKNOWN,PT RIMBA PERANAP INDAH,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"108840,38"
2022,ID-WOOD-CONCESSION-0472,ROYAL GOLDEN EAGLE,PT SELARAS ABADI UTAMA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"360912,48"
2022,ID-WOOD-CONCESSION-0457,UNKNOWN,PT SERAYA SUMBER LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"237245,91"
2022,ID-WOOD-CONCESSION-0402,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"209612,36"
2022,ID-WOOD-CONCESSION-0402,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"327299,87"
2022,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"315547,16"
2022,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"999105,78"
2022,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"784393,38"
2022,ID-WOOD-CONCESSION-0485,ROYAL GOLDEN EAGLE,PT SUMATERA SYLVA LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"132754,63"
2022,ID-WOOD-CONCESSION-0486,ROYAL GOLDEN EAGLE,PT SUMATERA SYLVA LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"153448,72"
2022,ID-WOOD-CONCESSION-0453,UNKNOWN,PT TUAH NEGERI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"31597,01"
2022,ID-WOOD-CONCESSION-0432,ADR,PT WAHANA LESTARI MAKMUR SUKSES,SUMATERA SELATAN,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"142159,24"
2022,ID-WOOD-CONCESSION-0417,ADR,PT AGRONUSA ALAM SEJAHTERA,JAMBI,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,PLANTATION,"4447,76"
2022,ID-WOOD-CONCESSION-0365,KORINDO,PT KORINTIGA HUTANI,KALIMANTAN TENGAH,KALIMANTAN,MARUBENI,TANJUNG ENIM LESTARI,PLANTATION,"94670,81"
2022,ID-WOOD-CONCESSION-0636,MARUBENI,PT MUSI HUTAN PERSADA,SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,PLANTATION,"2012725,48"
2022,ID-WOOD-CONCESSION-0407,UNKNOWN,PT PARAMITRA MULIA LANGGENG,SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,PLANTATION,"16106,39"
2022,ID-WOOD-CONCESSION-0402,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,TOBA PULP LESTARI,PLANTATION,"224857,38"
2022,ID-WOOD-CONCESSION-0402,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,TOBA PULP LESTARI,PLANTATION,"234223,98"
2022,ID-WOOD-CONCESSION-0641,ROYAL GOLDEN EAGLE,PT TOBA PULP LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,TOBA PULP LESTARI,PLANTATION,"615017,07"
2022,ID-WOOD-CONCESSION-0641,ROYAL GOLDEN EAGLE,PT TOBA PULP LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,TOBA PULP LESTARI,PLANTATION,"32087,92"
2022,ID-WOOD-CONCESSION-0024,UNKNOWN,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,COMMUNITY,"11039,03"
2022,ID-WOOD-CONCESSION-0024,UNKNOWN,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,COMMUNITY,"13565,75"
2022,ID-WOOD-CONCESSION-0024,UNKNOWN,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,COMMUNITY,"920,96"
2022,ID-WOOD-CONCESSION-0021,UNKNOWN,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"75,7"
2022,ID-WOOD-CONCESSION-0021,UNKNOWN,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"900,34"
2022,ID-WOOD-CONCESSION-0021,UNKNOWN,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"28410,15"
2022,ID-WOOD-CONCESSION-0021,UNKNOWN,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"4350,89"
2022,ID-WOOD-CONCESSION-0021,UNKNOWN,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"6758,4"
2022,ID-WOOD-CONCESSION-0021,UNKNOWN,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"2180,05"
2022,ID-WOOD-CONCESSION-0021,UNKNOWN,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"5308,23"
2022,ID-WOOD-CONCESSION-0021,UNKNOWN,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"13178,12"
2022,ID-WOOD-CONCESSION-0021,UNKNOWN,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"295,41"
2022,ID-WOOD-CONCESSION-0026,UNKNOWN,COMMUNITY FORESTRY (WEST KALIMANTAN),KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,OKI,COMMUNITY,"12118,55"
2022,ID-WOOD-CONCESSION-0020,UNKNOWN,COMMUNITY FORESTRY (CENTRAL KALIMANTAN),KALIMANTAN TENGAH,KALIMANTAN,SINAR MAS,OKI,COMMUNITY,"43175,91"
2022,ID-WOOD-CONCESSION-0025,UNKNOWN,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,COMMUNITY,"38916,46"
2022,ID-WOOD-CONCESSION-0026,UNKNOWN,COMMUNITY FORESTRY (WEST KALIMANTAN),KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,OKI,COMMUNITY,"6631,2"
2022,ID-WOOD-CONCESSION-0024,UNKNOWN,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,COMMUNITY,"36736,33"
2022,ID-WOOD-CONCESSION-0024,UNKNOWN,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,COMMUNITY,"508,05"
2022,ID-WOOD-CONCESSION-0024,UNKNOWN,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,COMMUNITY,"11892,91"
2022,ID-WOOD-CONCESSION-0034,MERICA,GERAK SAGA SDN BHD (MALAYSIA),UNKNOWN,UNKNOWN,ROYAL GOLDEN EAGLE,APRIL,IMPORT,"21892,04"
2022,ID-WOOD-CONCESSION-0009,UNKNOWN,GLOBAL WOODCHIP TRADING CO LTD (THAILAND),UNKNOWN,UNKNOWN,ROYAL GOLDEN EAGLE,APRIL,IMPORT,"21991,45"
2022,ID-WOOD-CONCESSION-0035,C.A.S,SIAM TREE DEVELOPMENT CO LTD (THAILAND),UNKNOWN,UNKNOWN,ROYAL GOLDEN EAGLE,APRIL,IMPORT,"69277,7"
2022,ID-WOOD-CONCESSION-0036,UNKNOWN,VIETNAM TCT CORP (VIETNAM),UNKNOWN,UNKNOWN,ROYAL GOLDEN EAGLE,APRIL,IMPORT,"60806,8"
2022,ID-WOOD-CONCESSION-0023,UNKNOWN,COMMUNITY FORESTRY (NORTH SUMATRA),SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,TOBA PULP LESTARI,COMMUNITY,"73105,65"
2023,ID-WOOD-CONCESSION-0545,SINAR MAS,PT ACACIA ANDALAN UTAMA (SK 87),KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,INDAH KIAT,PLANTATION,"246249,6"
2023,ID-WOOD-CONCESSION-0471,SINAR MAS,PT ARARA ABADI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"5090244,4"
2023,ID-WOOD-CONCESSION-0554,SINAR MAS,PT BALAI KAYANG MANDIRI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"65738,93"
2023,ID-WOOD-CONCESSION-0440,SINAR MAS,PT BINA DUTA LAKSANA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"434442,53"
2023,ID-WOOD-CONCESSION-0483,SINAR MAS,PT BUKIT BATU HUTANI ALAM,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"740199,14"
2023,ID-WOOD-CONCESSION-0286,SINAR MAS,PT DAYA TANI KALBAR,KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,INDAH KIAT,PLANTATION,"50805,44"
2023,ID-WOOD-CONCESSION-0445,SINAR MAS,PT MITRA HUTANI JAYA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"69648,14"
2023,ID-WOOD-CONCESSION-0644,UNKNOWN,PT MUTIARA SABUK KHATULISTIWA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"536092,38"
2023,ID-WOOD-CONCESSION-0435,SINAR MAS,PT PERAWANG SUKSES PERKASA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"657900,29"
2023,ID-WOOD-CONCESSION-0473,SINAR MAS,PT ARTELINDO WIRATAMA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"1736,54"
2023,ID-WOOD-CONCESSION-0478,SINAR MAS,PT BINA DAYA BENTALA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"256013,39"
2023,ID-WOOD-CONCESSION-0480,SINAR MAS,PT RIAU INDO AGROPALMA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"183800,02"
2023,ID-WOOD-CONCESSION-0481,SINAR MAS,PT SEKATO PRATAMA MAKMUR,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"767674,93"
2023,ID-WOOD-CONCESSION-0456,UNKNOWN,PT SUNTARA GAJAPATI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"230667,25"
2023,ID-WOOD-CONCESSION-0477,SINAR MAS,PT RIAU ABADI LESTARI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"54748,83"
2023,ID-WOOD-CONCESSION-0443,SINAR MAS,PT RIMBA MANDAU LESTARI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"127741,47"
2023,ID-WOOD-CONCESSION-0542,SINAR MAS,PT RUAS UTAMA JAYA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"398375,4"
2023,ID-WOOD-CONCESSION-0448,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 102),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"510753,91"
2023,ID-WOOD-CONCESSION-0449,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 19),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"379791,29"
2023,ID-WOOD-CONCESSION-0482,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 244),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"1451635,38"
2023,ID-WOOD-CONCESSION-0355,SINAR MAS,PT SUMALINDO HUTANI JAYA I,KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,INDAH KIAT,PLANTATION,"138225,03"
2023,ID-WOOD-CONCESSION-0354,SINAR MAS,PT SURYA HUTANI JAYA,KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,INDAH KIAT,PLANTATION,"1108769,22"
2023,ID-WOOD-CONCESSION-0657,UNKNOWN,PT WANA SUBUR SAWIT INDAH,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,NATURAL FOREST,"13303,71"
2023,ID-WOOD-CONCESSION-0416,SINAR MAS,PT RIMBA HUTANI MAS,JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,"349598,15"
2023,ID-WOOD-CONCESSION-0555,SINAR MAS,PT TEBO MULTI AGRO,JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,338293
2023,ID-WOOD-CONCESSION-0517,SINAR MAS,PT WIRAKARYA SAKTI,JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,"3554034,1"
2023,ID-WOOD-CONCESSION-0545,SINAR MAS,PT ACACIA ANDALAN UTAMA (SK 87),KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"30194,68"
2023,ID-WOOD-CONCESSION-0440,SINAR MAS,PT BINA DUTA LAKSANA,RIAU,SUMATRA,SINAR MAS,OKI,PLANTATION,"119517,86"
2023,ID-WOOD-CONCESSION-0429,SINAR MAS,PT BUMI ANDALAS PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"2306613,75"
2023,ID-WOOD-CONCESSION-0540,SINAR MAS,PT BUMI MEKAR HIJAU,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"2529254,07"
2023,ID-WOOD-CONCESSION-0410,SINAR MAS,PT BUMI PERSADA PERMAI (SK 79),SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"70572,94"
2023,ID-WOOD-CONCESSION-0286,SINAR MAS,PT DAYA TANI KALBAR,KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"243859,2"
2023,ID-WOOD-CONCESSION-0358,SINAR MAS,PT KALIMANTAN SUBUR PERMAI,KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"12009,92"
2023,ID-WOOD-CONCESSION-0658,SUMITOMO,PT KUBU MULIA FORESTRY,KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"8515,09"
2023,ID-WOOD-CONCESSION-0644,UNKNOWN,PT MUTIARA SABUK KHATULISTIWA,RIAU,SUMATRA,SINAR MAS,OKI,PLANTATION,"151700,13"
2023,ID-WOOD-CONCESSION-0433,SINAR MAS,PT BUMI PERSADA PERMAI (SK 337),SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"887650,73"
2023,ID-WOOD-CONCESSION-0280,SINAR MAS,PT FINNANTARA INTIGA,KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"71883,4"
2023,ID-WOOD-CONCESSION-0484,SINAR MAS,PT RIMBA HUTANI MAS,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"954055,29"
2023,ID-WOOD-CONCESSION-0428,SINAR MAS,PT SBA WOOD INDUSTRIES,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"1166952,85"
2023,ID-WOOD-CONCESSION-0404,SINAR MAS,PT SUMBER HIJAU PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"406625,9"
2023,ID-WOOD-CONCESSION-0430,SINAR MAS,PT TRI PUPAJAYA,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"174140,03"
2023,ID-WOOD-CONCESSION-0289,SUMITOMO,PT WANA SUBUR LESTARI,KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"11403,37"
2023,ID-WOOD-CONCESSION-0416,SINAR MAS,PT RIMBA HUTANI MAS,JAMBI,SUMATRA,SINAR MAS,OKI,PLANTATION,"207995,07"
2023,ID-WOOD-CONCESSION-0355,SINAR MAS,PT SUMALINDO HUTANI JAYA I,KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"47110,36"
2023,ID-WOOD-CONCESSION-0354,SINAR MAS,PT SURYA HUTANI JAYA,KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"392091,57"
2023,ID-WOOD-CONCESSION-0517,SINAR MAS,PT WIRAKARYA SAKTI,JAMBI,SUMATRA,SINAR MAS,OKI,PLANTATION,"1120267,98"
2023,ID-WOOD-CONCESSION-0536,ROYAL GOLDEN EAGLE,PT ADINDO HUTANI LESTARI,KALIMANTAN UTARA,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"648859,85"
2023,ID-WOOD-CONCESSION-0469,UNKNOWN,CV BHAKTI PRAJA MULIA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"132750,19"
2023,ID-WOOD-CONCESSION-0463,SINAR MAS,PT BINA DAYA BINTARA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"86936,48"
2023,ID-WOOD-CONCESSION-0439,ROYAL GOLDEN EAGLE,PT BUKIT BATABUH SEI INDAH,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"182884,92"
2023,ID-WOOD-CONCESSION-0398,ROYAL GOLDEN EAGLE,PT BUKIT RAYA MUDISA,SUMATERA BARAT,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"47234,71"
2023,ID-WOOD-CONCESSION-0441,UNKNOWN,PT CITRA SUMBER SEJAHTERA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"52437,66"
2023,ID-WOOD-CONCESSION-0464,UNKNOWN,CV ALAM LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"198174,85"
2023,ID-WOOD-CONCESSION-0442,UNKNOWN,PT EKAWANA LESTARI DARMA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"232858,8"
2023,ID-WOOD-CONCESSION-0470,UNKNOWN,PT ESSA INDAH TIMBER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"281926,99"
2023,ID-WOOD-CONCESSION-0465,UNKNOWN,PT HARAPAN JAYA MAKMUR LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"71829,06"
2023,ID-WOOD-CONCESSION-0565,ROYAL GOLDEN EAGLE,PT ITCI HUTANI MANUNGGAL,KALIMANTAN TIMUR,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"635705,19"
2023,ID-WOOD-CONCESSION-0365,KORINDO,PT KORINTIGA HUTANI,KALIMANTAN TENGAH,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"222489,57"
2023,ID-WOOD-CONCESSION-0287,SUMITOMO,PT MAYANGKARA TANAMAN INDUSTRI (SK 480),KALIMANTAN BARAT,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"143688,47"
2023,ID-WOOD-CONCESSION-0444,UNKNOWN,PT MITRA TANI NUSA SEJATI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"194894,21"
2023,ID-WOOD-CONCESSION-0467,UNKNOWN,CV MUTIARA LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"31796,73"
2023,ID-WOOD-CONCESSION-0454,ROYAL GOLDEN EAGLE,PT NUSA WANA RAYA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"32993,27"
2023,ID-WOOD-CONCESSION-0454,ROYAL GOLDEN EAGLE,PT NUSA WANA RAYA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"252388,16"
2023,ID-WOOD-CONCESSION-0359,ROYAL GOLDEN EAGLE,PT NUSANTARA KALIMANTAN LESTARI,KALIMANTAN BARAT,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"301159,13"
