YEAR,WOOD_SUPPLIER_TRASE_ID,WOOD_SUPPLIER_CORPORATE_GROUP,WOOD_SUPPLIER,WOOD_SUPPLIER_PROVINCE,WOOD_SUPPLIER_ISLAND,MILL_CORPORATE_GROUP,MILL,WOOD_SOURCE,PULPWOOD_VOLUME_M3
2017,ID-WOOD-CONCESSION-0484,SINAR MAS,PT RIMBA HUTANI MAS,SUMATERA SELATAN,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"49879,66"
2017,ID-WOOD-CONCESSION-0447,UNKNOWN AFFILIATION,PT RIMBA LAZUARDI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"45577,8"
2017,ID-WOOD-CONCESSION-0443,SINAR MAS,PT RIMBA MANDAU LESTARI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"155591,09"
2017,ID-WOOD-CONCESSION-0452,UNKNOWN AFFILIATION,PT RIMBA MUTIARA PERMAI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"195382,99"
2017,ID-WOOD-CONCESSION-0455,UNKNOWN AFFILIATION,PT RIMBA PERANAP INDAH,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"152189,26"
2017,ID-WOOD-CONCESSION-0542,SINAR MAS,PT RUAS UTAMA JAYA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"75865,04"
2017,ID-WOOD-CONCESSION-0542,SINAR MAS,PT RUAS UTAMA JAYA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"435891,74"
2017,ID-WOOD-CONCESSION-0482,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 244),RIAU,SUMATRA,SINAR MAS,OKI,PLANTATION,"3236,65"
2017,ID-WOOD-CONCESSION-0482,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 244),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"37477,81"
2017,ID-WOOD-CONCESSION-0482,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 244),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"166421,67"
2017,ID-WOOD-CONCESSION-0482,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 244),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"798273,85"
2017,ID-WOOD-CONCESSION-0448,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 102),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"262065,12"
2017,ID-WOOD-CONCESSION-0449,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 19),RIAU,SUMATRA,SINAR MAS,OKI,PLANTATION,"1606,28"
2017,ID-WOOD-CONCESSION-0449,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 19),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"102561,07"
2017,ID-WOOD-CONCESSION-0449,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 19),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"194508,98"
2017,ID-WOOD-CONCESSION-0428,SINAR MAS,PT SBA WOOD INDUSTRIES,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"1205769,08"
2017,ID-WOOD-CONCESSION-0481,SINAR MAS,PT SEKATO PRATAMA MAKMUR,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"857352,01"
2017,ID-WOOD-CONCESSION-0472,ROYAL GOLDEN EAGLE,PT SELARAS ABADI UTAMA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"269943,65"
2017,ID-WOOD-CONCESSION-0396,ROYAL GOLDEN EAGLE,PT SINAR BELANTARA INDAH,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,TOBA PULP LESTARI,PLANTATION,"16170,36"
2017,ID-WOOD-CONCESSION-0402,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,1500
2017,ID-WOOD-CONCESSION-0402,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"140789,4"
2017,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"190245,16"
2017,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"660283,5"
2017,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"712420,42"
2017,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,TOBA PULP LESTARI,PLANTATION,"215042,4"
2017,ID-WOOD-CONCESSION-0485,ROYAL GOLDEN EAGLE,PT SUMATERA SILVA LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"79680,09"
2017,ID-WOOD-CONCESSION-0404,SINAR MAS,PT SUMBER HIJAU PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"483523,46"
2017,ID-WOOD-CONCESSION-0404,SINAR MAS,PT SUMBER HIJAU PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"51684,72"
2017,ID-WOOD-CONCESSION-0456,UNKNOWN AFFILIATION,PT SUNTARA GAJAPATI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"287959,65"
2017,ID-WOOD-CONCESSION-0354,SINAR MAS,PT SURYA HUTANI JAYA,KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,INDAH KIAT,PLANTATION,"112128,18"
2017,ID-WOOD-CONCESSION-0494,UNKNOWN AFFILIATION,PT TANJUNG REDEB HUTANI,KALIMANTAN TIMUR,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"146737,04"
2017,ID-WOOD-CONCESSION-0555,SINAR MAS,PT TEBO MULTI AGRO,JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,"173589,2"
2017,ID-WOOD-CONCESSION-0641,ROYAL GOLDEN EAGLE,PT TOBA PULP LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"9625,8"
2017,ID-WOOD-CONCESSION-0641,ROYAL GOLDEN EAGLE,PT TOBA PULP LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,TOBA PULP LESTARI,PLANTATION,"867669,97"
2017,ID-WOOD-CONCESSION-0430,SINAR MAS,PT TRI PUPAJAYA,SUMATERA SELATAN,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,"7960,18"
2017,ID-WOOD-CONCESSION-0430,SINAR MAS,PT TRI PUPAJAYA,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"481944,87"
2017,ID-WOOD-CONCESSION-0430,SINAR MAS,PT TRI PUPAJAYA,SUMATERA SELATAN,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"48980,09"
2017,ID-WOOD-CONCESSION-0453,UNKNOWN AFFILIATION,PT TUAH NEGERI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"26863,53"
2017,ID-WOOD-CONCESSION-0289,SUMITOMO,PT WANA SUBUR LESTARI,KALIMANTAN BARAT,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"282675,88"
2017,ID-WOOD-CONCESSION-0415,UNKNOWN AFFILIATION,PT WANAKASITA NUSANTARA,JAMBI,SUMATRA,SINAR MAS,OKI,PLANTATION,"16658,11"
2017,ID-WOOD-CONCESSION-0415,UNKNOWN AFFILIATION,PT WANAKASITA NUSANTARA,JAMBI,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"9842,05"
2017,ID-WOOD-CONCESSION-0479,ROYAL GOLDEN EAGLE,PT WANANUGRAHA BINALESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"39662,67"
2017,ID-WOOD-CONCESSION-0517,SINAR MAS,PT WIRA KARYA SAKTI,JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,"3323928,31"
2017,ID-WOOD-CONCESSION-0517,SINAR MAS,PT WIRA KARYA SAKTI,JAMBI,SUMATRA,SINAR MAS,OKI,PLANTATION,"308639,54"
2017,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"1951,67"
2017,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"576,91"
2017,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"4131,28"
2017,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"9198,53"
2017,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"12438,18"
2017,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"34161,42"
2017,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"6464,55"
2017,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"75603,27"
2017,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"413,1"
2017,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"19573,63"
2017,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"3100,83"
2017,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"10291,02"
2017,ID-WOOD-CONCESSION-0001,SABAH FORESTRY DEVELOPMENT AUTHORITY,ACACIA FOREST INDUSTRIES SDN BHD (MALAYSIA),#N/A,#N/A,ROYAL GOLDEN EAGLE,APRIL,IMPORT,"22155,49"
2017,ID-WOOD-CONCESSION-0011,UNKNOWN AFFILIATION,HIJAUAN BENGKOKA PLANTATION SDN BHD (MALAYSIA),#N/A,#N/A,MARUBENI,TANJUNG ENIM LESTARI,IMPORT,"19534,65"
2017,ID-WOOD-CONCESSION-0026,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (WEST KALIMANTAN),KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,INDAH KIAT,COMMUNITY,"10833,4"
2017,ID-WOOD-CONCESSION-0012,KTS,KTS LOGS MARKETING SDN BHD (MALAYSIA),#N/A,#N/A,MARUBENI,TANJUNG ENIM LESTARI,IMPORT,"381409,53"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"1376,64"
2017,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"8127,24"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"1231,08"
2017,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"18088,81"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"13972,82"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"6107,43"
2017,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"3416,89"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"2890,89"
2017,ID-WOOD-CONCESSION-0032,UNKNOWN AFFILIATION,TRADER (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"12126,43"
2017,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"2138,8"
2017,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"5732,39"
2017,ID-WOOD-CONCESSION-0031,UNKNOWN AFFILIATION,TRADER (JAMBI),JAMBI,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"3602,99"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"197,5"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"3753,32"
2017,ID-WOOD-CONCESSION-0032,UNKNOWN AFFILIATION,TRADER (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"7456,12"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"8218,81"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"1366,78"
2017,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"688,6"
2017,ID-WOOD-CONCESSION-0032,UNKNOWN AFFILIATION,TRADER (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"117,41"
2017,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"3828,97"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"5615,19"
2017,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"1006,32"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"643,04"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"7129,39"
2017,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"17382,86"
2017,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"13002,56"
2017,ID-WOOD-CONCESSION-0032,UNKNOWN AFFILIATION,TRADER (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"7588,06"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"21037,8"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"9628,65"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"891,8"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"1032,2"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"299,18"
2017,ID-WOOD-CONCESSION-0032,UNKNOWN AFFILIATION,TRADER (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"11428,94"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"1761,45"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"1925,62"
2017,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"2428,39"
2017,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"4624,94"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"203,95"
2017,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"561,87"
2017,ID-WOOD-CONCESSION-0032,UNKNOWN AFFILIATION,TRADER (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,9496
2017,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"8028,45"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"4048,02"
2017,ID-WOOD-CONCESSION-0032,UNKNOWN AFFILIATION,TRADER (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"5340,95"
2017,ID-WOOD-CONCESSION-0020,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (CENTRAL KALIMANTAN),KALIMANTAN TENGAH,KALIMANTAN,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"56791,68"
2017,ID-WOOD-CONCESSION-0026,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (WEST KALIMANTAN),KALIMANTAN BARAT,KALIMANTAN,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"11689,39"
2017,ID-WOOD-CONCESSION-0026,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (WEST KALIMANTAN),KALIMANTAN BARAT,KALIMANTAN,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"8714,1"
2017,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"2052,6"
2017,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"179,48"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"792,9"
2017,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"1579,76"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"1066,45"
2017,ID-WOOD-CONCESSION-0032,UNKNOWN AFFILIATION,TRADER (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"2883,44"
2017,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"30227,59"
2017,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"1121,31"
2017,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"2237,23"
2017,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"1221,61"
2017,ID-WOOD-CONCESSION-0023,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (NORTH SUMATRA),SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,TOBA PULP LESTARI,COMMUNITY,"63351,52"
2017,ID-WOOD-CONCESSION-0014,UNKNOWN AFFILIATION,MNH IMPORTERS AND EXPORTERS PTE LTD (MALAYSIA),#N/A,#N/A,ROYAL GOLDEN EAGLE,APRIL,IMPORT,"880427,16"
2018,ID-WOOD-CONCESSION-0545,SINAR MAS,PT ACACIA ANDALAN UTAMA (SK 87),KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"101074,08"
2018,ID-WOOD-CONCESSION-0545,SINAR MAS,PT ACACIA ANDALAN UTAMA (SK 87),KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,INDAH KIAT,PLANTATION,"301335,61"
2018,ID-WOOD-CONCESSION-0536,ROYAL GOLDEN EAGLE,PT ADINDO HUTANI LESTARI,KALIMANTAN UTARA,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"587783,06"
2018,ID-WOOD-CONCESSION-0417,UNKNOWN AFFILIATION,PT AGRONUSA ALAM SEJAHTERA,JAMBI,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,PLANTATION,"22454,6"
2018,ID-WOOD-CONCESSION-0464,UNKNOWN AFFILIATION,CV ALAM LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"125469,16"
2018,ID-WOOD-CONCESSION-0471,SINAR MAS,PT ARARA ABADI,RIAU,SUMATRA,SINAR MAS,OKI,PLANTATION,"108874,38"
2018,ID-WOOD-CONCESSION-0471,SINAR MAS,PT ARARA ABADI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"5561245,88"
2018,ID-WOOD-CONCESSION-0314,SINAR MAS,PT ASIA TANI PERSADA,KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"87661,99"
2018,ID-WOOD-CONCESSION-0314,SINAR MAS,PT ASIA TANI PERSADA,KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,INDAH KIAT,PLANTATION,"2404,36"
2018,ID-WOOD-CONCESSION-0554,SINAR MAS,PT BALAI KAYANG MANDIRI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"33325,44"
2018,ID-WOOD-CONCESSION-0469,UNKNOWN AFFILIATION,CV BHAKTI PRAJA MULIA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"126634,18"
2018,ID-WOOD-CONCESSION-0478,SINAR MAS,PT BINA DAYA BENTALA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"80377,32"
2018,ID-WOOD-CONCESSION-0440,SINAR MAS,PT BINA DUTA LAKSANA,RIAU,SUMATRA,SINAR MAS,OKI,PLANTATION,"483654,96"
2018,ID-WOOD-CONCESSION-0440,SINAR MAS,PT BINA DUTA LAKSANA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"57197,2"
2018,ID-WOOD-CONCESSION-0290,UNKNOWN AFFILIATION,PT BINA SILVA NUSA,KALIMANTAN BARAT,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"51720,9"
