year,country_of_wood_production,province_of_wood_production,pulp_wood_source,wood_supplier,wood_supplier_corporate_group,pulp_mill,pulp_mill_corporate_group,zero_deforestation_indonesia_wood_pulp,product_type,pulp_grade,province_of_pulp_export,importer,importer_corporate_group,country_of_importer,country_of_destination,province_of_wood_production_trase_id,wood_supplier_trase_id,co2_emissions_wood_pulp_burned_peat_exposure,co2_emissions_wood_pulp_subsidence_co2_exposure,co2_gross_emissions_wood_pulp_deforestation_exposure,co2_net_emissions_wood_pulp_deforestation_exposure,country_of_wood_production_trase_id,country_of_destination_trase_id,country_of_importer_trase_id,volume,annual_woodpulp_deforestation,burned_area,co2_total_emissions_wood_pulp_exposure,concession_area,concession_deforestation,deforestation_on_peat,land_use,peat_area,remaining_forest,wood_pulp_deforestation_10_year_total_exposure,wood_pulp_production_volume_m3
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","BANGLADESH","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","BD","SG","130.22888928737856","0","0","0","0","0","0","0","0","0","0","621.3706133814019"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","CHINA (MAINLAND)","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","CN","SG","6.201073428100384","0","0","0","0","0","0","0","0","0","0","29.58763466943956"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","INDIA","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","IN","SG","312.32566845207435","0","0","0","0","0","0","0","0","0","0","1490.2222789642617"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","PAKISTAN","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","PK","SG","23.555490922411934","0","0","0","0","0","0","0","0","0","0","112.39203469408454"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","THAILAND","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","TH","SG","0.2456068667899815","0","0","0","0","0","0","0","0","0","0","1.1718819864246965"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","UNITED ARAB EMIRATES","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","AE","SG","94.2391175400011","0","0","0","0","0","0","0","0","0","0","449.6499861957108"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","VIETNAM","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","VN","SG","24.794070961611663","0","0","0","0","0","0","0","0","0","0","118.3017621200873"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","HANGZHOU SINAR MAS PAPER PRODUCTS","SINAR MAS","CHINA (MAINLAND)","BANGLADESH","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","BD","CN","12.410096504445626","0","0","0","0","0","0","0","0","0","0","59.21320007631461"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","KING PAPER SOURCE TRADING (SHANGHAI) CO LTD","SINAR MAS","CHINA (MAINLAND)","BANGLADESH","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","BD","CN","12.428032898298088","0","0","0","0","0","0","0","0","0","0","59.29878130265341"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","KING PAPER SOURCE TRADING (SHANGHAI) CO LTD","SINAR MAS","CHINA (MAINLAND)","CHINA (MAINLAND)","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","CN","CN","866.8043423795723","0","0","0","0","0","0","0","0","0","0","4135.846883539825"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","KING PAPER SOURCE TRADING (SHANGHAI) CO LTD","SINAR MAS","CHINA (MAINLAND)","UNITED ARAB EMIRATES","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","AE","CN","3.7245095733192928","0","0","0","0","0","0","0","0","0","0","17.77102462274174"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","NATSON MIDLAND PACKAGING LTD","UNKNOWN AFFILIATION","UNITED KINGDOM","UNITED KINGDOM","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","GB","GB","2.583536308975969","0","0","0","0","0","0","0","0","0","0","12.32701553231404"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","NEW CIRCLE (SHENZEN) CO LTD","UNKNOWN AFFILIATION","CHINA (MAINLAND)","TAIWAN","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","TW","CN","0.1547200289655596","0","0","0","0","0","0","0","0","0","0","0.7382269773380884"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","NINGBO CROWN OF CHINA ENERGY CO LTD","UNKNOWN AFFILIATION","CHINA (MAINLAND)","BANGLADESH","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","BD","CN","24.819211724186026","0","0","0","0","0","0","0","0","0","0","118.42171807722701"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","NINGBO CROWN OF CHINA ENERGY CO LTD","UNKNOWN AFFILIATION","CHINA (MAINLAND)","CHINA (MAINLAND)","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","CN","CN","706.8186030511977","0","0","0","0","0","0","0","0","0","0","3372.495237659023"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","NINGBO GUAN PAO STORAGE CO LTD","UNKNOWN AFFILIATION","CHINA (MAINLAND)","BANGLADESH","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","BD","CN","12.417412665095972","0","0","0","0","0","0","0","0","0","0","59.248108208110686"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","PROCESSED DOMESTICALLY","PROCESSED DOMESTICALLY","PROCESSED DOMESTICALLY","INDONESIA","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","ID",,"7130.160196411053","0","0","0","0","0","0","0","0","0","0","34020.654241892415"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","SUZHOU GUANBAO TRADING LTD","UNKNOWN AFFILIATION","CHINA (MAINLAND)","CHINA (MAINLAND)","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","CN","CN","355.9499966833302","0","0","0","0","0","0","0","0","0","0","1698.3702232471144"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","SUZHOU HUANG YI TRADE CO LTD","UNKNOWN AFFILIATION","CHINA (MAINLAND)","CHINA (MAINLAND)","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","CN","CN","702.5406861681076","0","0","0","0","0","0","0","0","0","0","3352.083700309776"
"2015","INDONESIA","JAMBI","COMMUNITY","COMMUNITY FORESTRY (JAMBI)","UNKNOWN AFFILIATION","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","WUXI SILVER VANTAGE TRADING LTD","UNKNOWN AFFILIATION","CHINA (MAINLAND)","BANGLADESH","ID-15","ID-WOOD-CONCESSION-0021","0","0","0","0","ID","BD","CN","18.618423986569443","0","0","0","0","0","0","0","0","0","0","88.83544654366405"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","BANGLADESH","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","BD","SG","840.2872374549537","0","3.417550846411021","0","446.5641348688094","6.920439489079603","0","256.1791125344378","0","79.79266484387286","118.2422701604981","4009.3608922522985"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","CHINA (MAINLAND)","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","CN","SG","40.01172772544561","0","0.16273258459646003","0","21.26392235878489","0.3295286757134866","0","12.198410784768951","0","3.7994655135910342","5.630309861220588","190.91264180059449"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","INDIA","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","IN","SG","2015.2461912711767","0","8.196252447633547","0","1070.986957600817","16.597169040114046","0","614.3898869414068","0","191.365353120233","283.57836935608043","9615.58013425879"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","PAKISTAN","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","PK","SG","151.98915158072447","0","0.6181584468701914","0","80.77345574194693","1.2517525908125409","0","46.33706693528051","0","14.432706926166395","21.3873798406183","725.2036366041214"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","THAILAND","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","TH","SG","1.5847506396180422","0","0.006445374448600247","0","0.8422034357052359","0.013051692823485003","0","0.483144327736498","0","0.1504860136054779","0.22300054661580415","7.561506298370993"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","UNITED ARAB EMIRATES","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","AE","SG","608.0672896098706","0","2.473083949930243","0","323.15264474216235","5.007921928909863","0","185.38201185261772","0","57.74133805639719","85.56509432605365","2901.3426625444404"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","VIETNAM","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","VN","SG","159.98094975393408","0","0.6506620663395549","0","85.02063489472658","1.3175714598865804","0","48.77353350565007","0","15.191598463143922","22.51195762371891","763.3358390537127"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","HANGZHOU SINAR MAS PAPER PRODUCTS","SINAR MAS","CHINA (MAINLAND)","BANGLADESH","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","BD","CN","80.07474966063963","0","0.32567378901020133","0","42.555104627489925","0.6594798003930901","0","24.412459680585858","0","7.603801863610909","11.267837663564631","382.0700296706249"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","KING PAPER SOURCE TRADING (SHANGHAI) CO LTD","SINAR MAS","CHINA (MAINLAND)","BANGLADESH","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","BD","CN","80.19048222138451","0","0.32614448747294245","0","42.61660979924729","0.6604329508728916","0","24.44774316863783","0","7.6147916883034865","11.284123143224432","382.62223798978977"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","KING PAPER SOURCE TRADING (SHANGHAI) CO LTD","SINAR MAS","CHINA (MAINLAND)","CHINA (MAINLAND)","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","CN","CN","5592.957371115964","0","22.74724087859635","0","2972.3338145123544","46.06249068954198","0","1705.1298554944906","0","531.1005012419321","787.021326748516","26686.33243044905"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","KING PAPER SOURCE TRADING (SHANGHAI) CO LTD","SINAR MAS","CHINA (MAINLAND)","UNITED ARAB EMIRATES","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","AE","CN","24.031978444757538","0","0.09774099214402909","0","12.771608546469611","0.19792262123786636","0","7.326650502358444","0","2.282047752368145","3.381695640603634","114.66659285661993"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","NATSON MIDLAND PACKAGING LTD","UNKNOWN AFFILIATION","UNITED KINGDOM","UNITED KINGDOM","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","GB","GB","16.669976990615275","0","0.06779883286872314","0","8.859129975178446","0.13729063337593148","0","5.082190614199652","0","1.5829609539185028","2.3457406408594723","79.53941324082231"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","NEW CIRCLE (SHENZEN) CO LTD","UNKNOWN AFFILIATION","CHINA (MAINLAND)","TAIWAN","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","TW","CN","0.9983135572286621","0","0.004060263193838299","0","0.5305459968211409","0.00822191300305109","0","0.3043567362709665","0","0.09479865399635021","0.1404791791152813","4.763370376397567"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","NINGBO CROWN OF CHINA ENERGY CO LTD","UNKNOWN AFFILIATION","CHINA (MAINLAND)","BANGLADESH","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","BD","CN","160.14316769226346","0","0.6513218265117071","0","85.1068443598491","1.3189074547419255","0","48.82298903183925","0","15.207002483350136","22.53478436252184","764.1098484983039"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","NINGBO CROWN OF CHINA ENERGY CO LTD","UNKNOWN AFFILIATION","CHINA (MAINLAND)","CHINA (MAINLAND)","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","CN","CN","4560.667410969178","0","18.548791503443997","0","2423.7313218898007","37.560754752176635","0","1390.4147032453877","0","433.0754889126177","641.76110749142","21760.846464230166"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","NINGBO GUAN PAO STORAGE CO LTD","UNKNOWN AFFILIATION","CHINA (MAINLAND)","BANGLADESH","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","BD","CN","80.12195636304874","0","0.32586578443579317","0","42.58019226333833","0.6598685854572197","0","24.426851629659694","0","7.608284555261831","11.274480425004816","382.2952725376527"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","PROCESSED DOMESTICALLY","PROCESSED DOMESTICALLY","PROCESSED DOMESTICALLY","INDONESIA","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","ID",,"46006.55543358138","0","187.11428122924502","0","24449.82704690022","378.90089101365703","0","14026.059204990743","0","4368.727138414513","6473.880970997237","219516.46522838814"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","SUZHOU GUANBAO TRADING LTD","UNKNOWN AFFILIATION","CHINA (MAINLAND)","CHINA (MAINLAND)","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","CN","CN","2296.7272547729813","0","9.341070319356652","0","1220.5778855617743","18.91539140558278","0","700.2052674790739","0","218.09445616828498","323.1873964507338","10958.643693491083"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","SUZHOU HUANG YI TRADE CO LTD","UNKNOWN AFFILIATION","CHINA (MAINLAND)","CHINA (MAINLAND)","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","CN","CN","4533.064634201105","0","18.436527638301","0","2409.0620402704044","37.33342374220844","0","1381.9994203031545","0","430.45436244866477","637.8769416463267","21629.1421031992"
"2015","INDONESIA","JAMBI","PLANTATION","PT RIMBA HUTANI MAS (JAMBI)","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","WUXI SILVER VANTAGE TRADING LTD","UNKNOWN AFFILIATION","CHINA (MAINLAND)","BANGLADESH","ID-15","ID-WOOD-CONCESSION-0416","0","0","0","0","ID","BD","CN","120.13328335248067","0","0.48859673918993063","0","63.84390165407696","0.9893939607881583","0","36.62514024168608","0","11.407712015443261","16.904733896060375","573.2060022595797"
"2015","INDONESIA","JAMBI","PLANTATION","PT TEBO MULTI AGRO","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","BANGLADESH","ID-15","ID-WOOD-CONCESSION-0555","0","0","9.890940953299054","1.5965201034328866","ID","BD","SG","808.9918779887563","0.024945626616138854","21.7026951560408","1.5965201034328866","240.0517649271042","1.601579727107624","0","41.88370708849713","0","24.32088637480977","38.21669997592472","3860.036371328094"
"2015","INDONESIA","JAMBI","PLANTATION","PT TEBO MULTI AGRO","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","CHINA (MAINLAND)","ID-15","ID-WOOD-CONCESSION-0555","0","0","0.4709742320620178","0.07602106141732443","ID","CN","SG","38.52154514713581","0.0011878290846456942","1.033411303641754","0.07602106141732443","11.430479281545516","0.07626198413498937","0","1.9943650331201208","0","1.1580809993232293","1.8197541576772036","183.80229689990543"
"2015","INDONESIA","JAMBI","PLANTATION","PT TEBO MULTI AGRO","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","INDIA","ID-15","ID-WOOD-CONCESSION-0555","0","0","23.721270769975934","3.8289062529091042","ID","IN","SG","1940.1910777843461","0.059826660201704754","52.04919437548313","3.8289062529091042","575.7119511210047","3.841040659913384","0","100.44896247866228","0","58.328356602943074","91.65444342901168","9257.45774629139"
"2015","INDONESIA","JAMBI","PLANTATION","PT TEBO MULTI AGRO","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","PAKISTAN","ID-15","ID-WOOD-CONCESSION-0555","0","0","1.7890498115622702","0.28877474890286325","ID","PK","SG","146.3285215941407","0.004512105451607238","3.925531742898298","0.28877474890286325","43.41999076081646","0.2896899215668802","0","7.575825053248554","0","4.399103926645919","6.91254555186229","698.194173370801"
"2015","INDONESIA","JAMBI","PLANTATION","PT TEBO MULTI AGRO","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","THAILAND","ID-15","ID-WOOD-CONCESSION-0555","0","0","0.018653948677883204","0.003010977844601577","ID","TH","SG","1.5257287495779812","4.704652882189964e-05","0.04093048007505269","0.003010977844601577","0.45272874685314024","0.003020520107648499","0","0.0789911218919695","0","0.04586829184184023","0.07207528215515024","7.2798857768431064"
"2015","INDONESIA","JAMBI","PLANTATION","PT TEBO MULTI AGRO","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","UNITED ARAB EMIRATES","ID-15","ID-WOOD-CONCESSION-0555","0","0","7.157502088666729","1.1553092904783622","ID","AE","SG","585.4206474145018","0.01805170766372441","15.704985667440237","1.1553092904783622","173.71158284802002","1.1589706475919868","0","30.308817167393283","0","17.59961927260975","27.655216140825797","2793.285140469388"
"2015","INDONESIA","JAMBI","PLANTATION","PT TEBO MULTI AGRO","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","GOLDEN PROFIT TRADING PTE LTD","SINAR MAS","SINGAPORE","VIETNAM","ID-15","ID-WOOD-CONCESSION-0555","0","0","1.8831205058659393","0.30395892150169007","ID","VN","SG","154.02267607426103","0.004749358148463907","4.131941589163599","0.30395892150169007","45.70307346266818","0.3049222152003229","0","7.974172331270901","0","4.630414848241896","7.276016683446707","734.9061811770081"
"2015","INDONESIA","JAMBI","PLANTATION","PT TEBO MULTI AGRO","SINAR MAS","LONTAR PAPYRUS","SINAR MAS","COMPANY COMMITMENT","WOOD PULP CHEMICAL","PAPER GRADE PULP","JAMBI","HANGZHOU SINAR MAS PAPER PRODUCTS","SINAR MAS","CHINA (MAINLAND)","BANGLADESH","ID-15","ID-WOOD-CONCESSION-0555","0","0","0.9425522433762403","0.1521395802675394","ID","BD","CN","77.09247412068794","0.002377180941680303","2.0681474192618636","0.1521395802675394","22.875612201789558","0.1526217345608246","0","3.991286801081229","0","2.31764663460351","3.641841202654225","367.8402245537268"
